Součet hodnot: Kapacita,Kolo,KKOV,Kraj,Město,Součet hodnot: Nepřijati - nedostačující kapacita,Součet hodnot: Nepřijati - nesplnění podmínek,Součet hodnot: Nepřijati - přijati na vyšší prioritu,Obor,Okres,Součet hodnot: Přihlášeni,Součet hodnot: Přihlášeni - priorita 1,Součet hodnot: Přihlášeni - priorita 2,Součet hodnot: Přihlášeni - priorita 3,Součet hodnot: Přijati,Součet hodnot: Přijati - priorita 1,Součet hodnot: Přijati - priorita 2,Součet hodnot: Přijati - priorita 3,Součet hodnot: REDIZO,Rok,SMO16,Škola,Zaměření,Zřizovatel
30,1,64-41-L/51,Jihomoravský,Brno,10,97,55,Podnikání,Brno-město,192,67,87,37,30,26,1,3,600013821,2025,NOS,Střední škola polytechnická,,veřejné / státní
60,1,64-41-L/51,Jihomoravský,Břeclav,5,12,31,Podnikání,Břeclav,93,49,28,16,45,36,5,4,1200028462,2024,NOS,"Střední škola Edvarda Beneše Břeclav, nábř. Komenského 1126, Břeclav","",veřejné / státní
60,1,64-41-L/51,Jihomoravský,Břeclav,3,45,25,Podnikání,Břeclav,114,67,34,13,41,36,5,0,1200028462,2025,NOS,Střední škola Edvarda Beneše Břeclav,,veřejné / státní
30,1,64-41-L/51,Jihomoravský,Bzenec,0,4,9,Podnikání,Hodonín,23,13,4,6,10,10,0,0,600014614,2024,NOS,"SŠ gastronomie, hotelnictví a lesnictví, náměstí Svobody 318, Bzenec","",veřejné / státní
30,1,64-41-L/51,Jihomoravský,Bzenec,0,6,17,Podnikání,Hodonín,46,21,13,12,23,19,4,0,600014614,2025,NOS,"SŠ gastronomie, hotelnictví a lesnictví",,veřejné / státní
30,1,64-41-L/51,Jihomoravský,Hodonín,0,1,39,Podnikání,Hodonín,61,21,30,10,21,20,1,0,600171086,2024,NOS,"Integrovaná střední škola, Lipová alej 3756, Hodonín","",veřejné / státní
30,1,64-41-L/51,Jihomoravský,Hodonín,9,1,33,Podnikání,Hodonín,73,29,33,11,30,24,6,0,600171086,2025,NOS,Integrovaná střední škola,,veřejné / státní
30,1,64-41-L/51,Jihomoravský,Kyjov,15,0,18,Podnikání,Hodonín,63,42,14,7,29,28,1,0,600014649,2024,NOS,"Střední škola polytechnická Kyjov, Havlíčkova 1223, Kyjov","",veřejné / státní
30,1,64-41-L/51,Jihomoravský,Kyjov,6,0,27,Podnikání,Hodonín,63,31,25,7,30,27,3,0,600014649,2025,NOS,Střední škola polytechnická Kyjov,,veřejné / státní
28,1,64-41-L/51,Jihomoravský,Letovice,3,5,7,Podnikání,Blansko,43,25,15,3,28,21,6,1,600013359,2024,NOS,"Masarykova střední škola, Tyršova 500, Letovice","",veřejné / státní
30,1,64-41-L/51,Jihomoravský,Letovice,26,1,15,Podnikání,Blansko,72,53,14,5,30,28,1,1,600013359,2025,NOS,Masarykova střední škola,,veřejné / státní
30,1,64-41-L/51,Jihomoravský,Moravský Krumlov,3,0,6,Podnikání,Znojmo,39,32,7,0,30,29,1,0,600015793,2024,NOS,"Střední škola dopravy, obchodu a služeb, nám. Klášterní 127, Moravský Krumlov","",veřejné / státní
30,1,64-41-L/51,Jihomoravský,Moravský Krumlov,16,3,11,Podnikání,Znojmo,60,41,6,13,30,24,3,3,600015793,2025,NOS,"Střední škola dopravy, obchodu a služeb",,veřejné / státní
30,1,64-41-L/51,Jihomoravský,Slavkov u Brna,17,4,15,Podnikání,Vyškov,66,41,19,6,29,24,3,2,600171141,2024,NOS,"Integrovaná střední škola, Tyršova 479, Slavkov u Brna","",veřejné / státní
30,1,64-41-L/51,Jihomoravský,Slavkov u Brna,39,5,29,Podnikání,Vyškov,103,64,24,15,30,27,2,1,600171141,2025,NOS,SS Slavkov – Austerlitz,,veřejné / státní
30,1,64-41-L/51,Jihomoravský,Strážnice,0,2,7,Podnikání,Hodonín,20,13,2,5,10,10,0,0,600014690,2024,NOS,"Střední škola Strážnice, J. Skácela 890, Strážnice","",veřejné / státní
30,1,64-41-L/51,Jihomoravský,Strážnice,0,6,12,Podnikání,Hodonín,31,15,7,9,13,11,1,1,600014690,2025,NOS,Střední škola Strážnice,,veřejné / státní
30,1,64-41-L/51,Jihomoravský,Vyškov,2,0,11,Podnikání,Vyškov,43,28,8,7,30,26,1,3,600015670,2024,NOS,"SŠ polytechnická Vyškov, Sochorova 552, Vyškov","",veřejné / státní
28,1,64-41-L/51,Jihomoravský,Vyškov,12,0,21,Podnikání,Vyškov,61,28,24,9,28,22,6,0,600015670,2025,NOS,SŠ polytechnická Vyškov,,veřejné / státní
50,1,64-41-L/51,Jihomoravský,Znojmo,0,0,8,Podnikání,Znojmo,53,41,9,3,44,40,4,0,600015751,2024,NOS,"SOŠ a SOU, Dvořákova 1594, Znojmo","",veřejné / státní
60,1,64-41-L/51,Jihomoravský,Znojmo,0,23,6,Podnikání,Znojmo,44,30,8,6,15,15,0,0,1200031630,2024,NOS,"SOU a SOŠ SČMSD, Znojmo, s.r.o., Přímětická 1812, Znojmo","",soukromé
50,1,64-41-L/51,Jihomoravský,Znojmo,24,1,15,Podnikání,Znojmo,90,67,17,6,50,46,2,2,600015751,2025,NOS,SOŠ a SOU,,veřejné / státní
32,1,64-41-L/51,Jihomoravský,Znojmo,0,15,4,Podnikání,Znojmo,23,14,5,4,4,4,0,0,600015815,2025,NOS,"SOU a SOŠ SČMSD, Znojmo, s.r.o.",nástavbové dálkové studium,soukromé
32,1,64-41-L/51,Jihomoravský,Znojmo,0,30,6,Podnikání,Znojmo,44,19,15,10,8,8,0,0,600015815,2025,NOS,"SOU a SOŠ SČMSD, Znojmo, s.r.o.",nástavbové denní studium,soukromé
15,1,64-41-L/51,Karlovarský,Sokolov,0,6,5,Podnikání,Sokolov,18,10,5,3,7,5,2,0,600009904,2024,NOS,"Soukr. obchodní akademie Sokolov s.r.o., Hornická 1569, Sokolov","",soukromé
45,1,64-41-L/51,Karlovarský,Sokolov,0,8,15,Podnikání,Sokolov,55,30,20,5,31,25,5,1,651012988,2024,NOS,"Střední škola živnostenská Sokolov, Žákovská 716, Sokolov","",veřejné / státní
15,1,64-41-L/51,Karlovarský,Sokolov,0,3,6,Podnikání,Sokolov,19,11,7,1,10,9,1,0,600009904,2025,NOS,Soukr. obchodní akademie Sokolov s.r.o.,,soukromé
45,1,64-41-L/51,Karlovarský,Sokolov,39,6,23,Podnikání,Sokolov,113,84,20,9,45,43,2,0,651012988,2025,NOS,Střední škola živnostenská Sokolov,Podnikání,veřejné / státní
30,1,64-41-L/51,Kraj Vysočina,Jihlava,0,8,15,Podnikání,Jihlava,33,14,17,2,9,7,2,0,600014843,2024,NOS,"SŠ průmyslová, technická a automobilní, třída Legionářů 1572, Jihlava","",veřejné / státní
30,1,64-41-L/51,Kraj Vysočina,Jihlava,14,0,18,Podnikání,Jihlava,62,39,15,8,30,28,2,0,600171116,2024,NOS,"Střední škola stavební, Žižkova 1939, Jihlava","",veřejné / státní
30,1,64-41-L/51,Kraj Vysočina,Jihlava,0,4,7,Podnikání,Jihlava,27,16,6,5,16,13,3,0,600014843,2025,NOS,Střední průmyslová škola Jihlava,,veřejné / státní
30,1,64-41-L/51,Kraj Vysočina,Jihlava,41,2,57,Podnikání,Jihlava,130,68,41,21,30,29,1,0,600171116,2025,NOS,Střední škola stavební,,veřejné / státní
30,1,64-41-L/51,Kraj Vysočina,Moravské Budějovice,0,3,16,Podnikání,Třebíč,49,29,15,5,30,26,4,0,600015408,2024,NOS,"Střední škola řemesel a služeb, Tovačovského sady 79, Moravské Budějovice","",veřejné / státní
30,1,64-41-L/51,Kraj Vysočina,Moravské Budějovice,3,1,19,Podnikání,Třebíč,53,24,20,9,30,20,7,3,600015408,2025,NOS,Střední škola řemesel a služeb,,veřejné / státní
60,1,64-41-L/51,Kraj Vysočina,Nové Město na Moravě,2,0,9,Podnikání,Žďár nad Sázavou,67,54,11,2,56,52,4,0,1220501046,2024,NOS,"Střední odborná škola, Bělisko 295, Nové Město na Moravě","",veřejné / státní
60,1,64-41-L/51,Kraj Vysočina,Nové Město na Moravě,0,18,29,Podnikání,Žďár nad Sázavou,78,43,19,16,31,27,3,1,1220501046,2025,NOS,Střední odborná škola,,veřejné / státní
30,1,64-41-L/51,Kraj Vysočina,Pelhřimov,0,2,7,Podnikání,Pelhřimov,30,20,5,5,21,19,0,2,600008487,2024,NOS,"SPŠ a SOU, Friedova 1469, Pelhřimov","",veřejné / státní
21,1,64-41-L/51,Kraj Vysočina,Pelhřimov,0,1,9,Podnikání,Pelhřimov,24,13,11,0,13,11,2,0,600008461,2024,NOS,"VOŠ a Střední škola hotel. SČMSD, s.r.o., Slovanského bratrství 1664, Pelhřimov","",soukromé
30,1,64-41-L/51,Kraj Vysočina,Pelhřimov,0,12,21,Podnikání,Pelhřimov,59,26,26,7,26,23,2,1,600008487,2025,NOS,SPŠ a SOU,,veřejné / státní
25,1,64-41-L/51,Kraj Vysočina,Pelhřimov,0,1,12,Podnikání,Pelhřimov,37,21,11,5,24,20,4,0,600008461,2025,NOS,"VOŠ a Střední škola hotel. SČMSD, s.r.o.",,soukromé
20,1,64-41-L/51,Kraj Vysočina,Světlá nad Sázavou,9,2,8,Podnikání,Havlíčkův Brod,39,26,10,3,20,17,3,0,600170730,2024,NOS,"Akademie Světlá nad Sázavou, střední škola a vyšší odborná škola, Sázavská 547, Světlá nad Sázavou","",veřejné / státní
40,1,64-41-L/51,Kraj Vysočina,Světlá nad Sázavou,14,8,21,Podnikání,Havlíčkův Brod,77,48,16,13,34,31,2,1,1200341460,2025,NOS,"Akademie Světlá n. S., SŠ a VOŠ",,veřejné / státní
20,1,64-41-L/51,Kraj Vysočina,Třebíč,0,2,4,Podnikání,Třebíč,13,9,4,0,7,7,0,0,600015360,2024,NOS,"Akademie PPP s.r.o. SŠ, Znojemská 1027, Třebíč",Podnikání,soukromé
6,1,64-41-L/51,Kraj Vysočina,Třebíč,0,0,5,Podnikání,Třebíč,11,4,2,5,6,4,2,0,600015360,2024,NOS,"Akademie PPP s.r.o. SŠ, Znojemská 1027, Třebíč",Podnikání se zaměřením na design interiérů,soukromé
30,1,64-41-L/51,Kraj Vysočina,Třebíč,11,8,12,Podnikání,Třebíč,61,44,10,7,30,29,1,0,610250451,2024,NOS,"OA Dr. A. Bráfa, Hotel. šk. a Jazyk. šk., Sirotčí 63, Třebíč","",veřejné / státní
38,1,64-41-L/51,Kraj Vysočina,Třebíč,0,2,17,Podnikání,Třebíč,42,18,14,10,23,17,3,3,1200030720,2025,NOS,Akademie PPP s.r.o. SŠ,,soukromé
30,1,64-41-L/51,Kraj Vysočina,Třebíč,19,13,30,Podnikání,Třebíč,92,39,33,19,30,28,2,0,610250451,2025,NOS,"Bráfova akademie, SŠ a JazŠ",,veřejné / státní
21,1,64-41-L/51,Kraj Vysočina,Třešť,0,6,11,Podnikání,Jihlava,27,14,9,4,10,10,0,0,600014908,2024,NOS,"SOŠ, SOU a ZŠ, K Valše 1251, Třešť","",veřejné / státní
40,1,64-41-L/51,Kraj Vysočina,Třešť,0,7,23,Podnikání,Jihlava,52,21,17,14,22,16,5,1,600014908,2025,NOS,"SOŠ, SOU a ZŠ",pracoviště Třešť,veřejné / státní
60,1,64-41-L/51,Kraj Vysočina,Velké Meziříčí,0,1,15,Podnikání,Žďár nad Sázavou,32,15,6,11,16,15,0,1,600015874,2024,NOS,"HŠ Světlá a SOŠŘ Velké Meziříčí, U Světlé 855, Velké Meziříčí","",veřejné / státní
60,1,64-41-L/51,Kraj Vysočina,Velké Meziříčí,0,0,16,Podnikání,Žďár nad Sázavou,51,29,14,8,35,29,4,2,600015874,2025,NOS,GA-TE Velké Meziříčí,,veřejné / státní
26,1,64-41-L/51,Kraj Vysočina,Žďár nad Sázavou,3,0,6,Podnikání,Žďár nad Sázavou,35,27,5,3,26,26,0,0,600016013,2024,NOS,"Střední škola obchodní a služeb SČMSD, Komenského 972, Žďár nad Sázavou","",soukromé
27,1,64-41-L/51,Kraj Vysočina,Žďár nad Sázavou,1,0,24,Podnikání,Žďár nad Sázavou,52,23,14,15,27,23,3,1,600016013,2025,NOS,Střední škola obchodní a služeb SČMSD,,soukromé
30,1,64-41-L/51,Královéhradecký,Dobruška,0,5,7,Podnikání,Rychnov nad Kněžnou,31,24,5,2,19,19,0,0,651017459,2024,NOS,"Střední škola - Podorlické vzděl.centrum, Pulická 695, Dobruška","",soukromé
30,1,64-41-L/51,Královéhradecký,Dobruška,12,0,7,Podnikání,Rychnov nad Kněžnou,49,34,12,3,30,24,5,1,651017459,2025,NOS,Střední škola - Podorlické vzděl.centrum,,soukromé
60,1,64-41-L/51,Královéhradecký,Hradec Králové,0,95,39,Podnikání,Hradec Králové,175,93,60,22,41,37,4,0,1200023424,2024,NOS,"SŠ služeb, obchodu a gastronomie, Velká 3, Hradec Králové","",veřejné / státní
10,1,64-41-L/51,Královéhradecký,Hradec Králové,0,2,1,Podnikání,Hradec Králové,8,7,1,0,6,6,0,0,600024016,2024,NOS,"VOŠ, SŠ, ZŠ a MŠ, Štefánikova 549, Hradec Králové",Podnikání,veřejné / státní
63,1,64-41-L/51,Královéhradecký,Hradec Králové,48,75,55,Podnikání,Hradec Králové,241,127,66,48,63,55,6,2,1200023424,2025,NOS,"SŠ služeb, obchodu a gastronomie",,veřejné / státní
30,1,64-41-L/51,Královéhradecký,Hronov,0,3,10,Podnikání,Náchod,32,16,15,1,19,14,5,0,691012431,2024,NOS,"Střední prům. škola Otty Wichterleho, Hostovského 910, Hronov","",veřejné / státní
30,1,64-41-L/51,Královéhradecký,Hronov,9,3,15,Podnikání,Náchod,57,36,14,7,30,25,3,2,691012431,2025,NOS,Střední prům. škola Otty Wichterleho,,veřejné / státní
64,1,64-41-L/51,Královéhradecký,Jičín,0,22,14,Podnikání,Jičín,52,26,18,8,16,15,1,0,1200024186,2024,NOS,"Soukr. SŠ podnikatelská - ALTMAN, s.r.o., Na Tobolce 389, Jičín","",soukromé
70,1,64-41-L/51,Královéhradecký,Jičín,0,21,24,Podnikání,Jičín,73,37,29,7,28,26,2,0,1200024186,2025,NOS,"Soukr. SŠ podnikatelská - ALTMAN, s.r.o.",Právní management,soukromé
30,1,64-41-L/51,Královéhradecký,Nová Paka,0,16,16,Podnikání,Jičín,57,35,16,5,25,23,2,0,600170802,2024,NOS,"Střední škola gastronomie a služeb, Masarykovo náměstí 2, Nová Paka",Podnikání,veřejné / státní
30,1,64-41-L/51,Královéhradecký,Nová Paka,0,18,24,Podnikání,Jičín,71,39,20,12,29,27,1,1,600170802,2025,NOS,Střední škola gastronomie a služeb,Podnikání,veřejné / státní
30,1,64-41-L/51,Liberecký,Česká Lípa,0,5,4,Podnikání,Česká Lípa,15,7,7,1,6,5,1,0,600010112,2024,NOS,"Euroškola Česká Lípa SOŠ s.r.o., Železničářská 2232, Česká Lípa","",soukromé
60,1,64-41-L/51,Liberecký,Česká Lípa,19,0,5,Podnikání,Česká Lípa,84,77,4,3,60,59,1,0,600010104,2024,NOS,"SZdrŠ a SOŠ, příspěvková organizace, 28. října 2707, Česká Lípa","",veřejné / státní
30,1,64-41-L/51,Liberecký,Česká Lípa,0,5,3,Podnikání,Česká Lípa,23,18,4,1,15,14,1,0,600010112,2025,NOS,Euroškola Česká Lípa SOŠ s.r.o.,,soukromé
42,1,64-41-L/51,Liberecký,Česká Lípa,29,26,7,Podnikání,Česká Lípa,104,86,8,10,42,38,2,2,600010104,2025,NOS,"SZdrŠ a SOŠ, příspěvková organizace",,veřejné / státní
23,1,64-41-L/51,Liberecký,Frýdlant,0,8,15,Podnikání,Liberec,38,18,13,7,15,12,3,0,600010678,2024,NOS,"SŠ hospod.a les.,příspěvková organizace, Bělíkova 1387, Frýdlant","",veřejné / státní
23,1,64-41-L/51,Liberecký,Frýdlant,4,33,15,Podnikání,Liberec,75,32,25,18,23,16,5,2,600010678,2025,NOS,"SŠ hospod.a les.,příspěvková organizace",,veřejné / státní
30,1,64-41-L/51,Liberecký,Jablonec nad Nisou,8,0,18,Podnikání,Jablonec nad Nisou,56,33,20,3,29,27,2,0,600010481,2024,NOS,"SŠ řem.a služ.,příspěvková organizace, Smetanova 4265, Jablonec nad Nisou",Podnikání v oboru,veřejné / státní
30,1,64-41-L/51,Liberecký,Jablonec nad Nisou,25,0,27,Podnikání,Jablonec nad Nisou,82,35,36,11,30,22,8,0,600010481,2025,NOS,"SŠ řem.a služ.,příspěvková organizace",,veřejné / státní
20,1,64-41-L/51,Liberecký,Liberec,0,7,3,Podnikání,Liberec,15,9,3,3,4,3,1,0,600010520,2024,NOS,"SOŠ obchodní s.r.o., Broumovská 839, Liberec","",soukromé
30,1,64-41-L/51,Liberecký,Liberec,16,5,36,Podnikání,Liberec,87,38,35,14,30,25,3,2,600170608,2024,NOS,"SŠ stroj.stav.a dopr., příspěvková org., Ještědská 358, Liberec","",veřejné / státní
15,1,64-41-L/51,Liberecký,Liberec,0,17,3,Podnikání,Liberec,26,14,6,6,6,4,1,1,600010520,2025,NOS,SOŠ obchodní s.r.o.,,soukromé
30,1,64-41-L/51,Liberecký,Liberec,63,5,31,Podnikání,Liberec,129,75,38,16,30,28,2,0,600170608,2025,NOS,"SŠ stroj.stav.a dopr., příspěvková org.",,veřejné / státní
60,1,64-41-L/51,Liberecký,Semily,17,0,27,Podnikání,Semily,87,56,17,15,42,38,4,0,1200341792,2024,NOS,"Střední škola, Semily, přísp. organizace, 28. října 607, Semily",Podnikání,veřejné / státní
30,1,64-41-L/51,Liberecký,Semily,22,8,29,Podnikání,Semily,89,53,21,15,30,29,1,0,600170896,2025,NOS,"Střední škola, Semily, přísp. organizace",,veřejné / státní
60,1,64-41-L/51,Moravskoslezský,Bohumín,8,0,24,Podnikání,Karviná,76,50,18,8,43,42,1,0,1200033336,2024,NOS,"Střední škola, Husova 283, Bohumín","",veřejné / státní
60,1,64-41-L/51,Moravskoslezský,Bohumín,0,0,30,Podnikání,Karviná,67,34,22,11,37,34,3,0,1200033336,2025,NOS,Střední škola,,veřejné / státní
60,1,64-41-L/51,Moravskoslezský,Český Těšín,6,1,20,Podnikání,Karviná,71,50,14,7,44,43,0,1,1200342426,2024,NOS,"Albrechtova střední škola, Tyršova 611, Český Těšín","",veřejné / státní
60,1,64-41-L/51,Moravskoslezský,Český Těšín,15,14,24,Podnikání,Karviná,107,79,19,9,54,53,1,0,1200342426,2025,NOS,Albrechtova střední škola,,veřejné / státní
30,1,64-41-L/51,Moravskoslezský,Frenštát pod Radhoštěm,0,5,17,Podnikání,Nový Jičín,43,21,16,6,21,20,1,0,600171256,2024,NOS,"Hotelová škola, Mariánská 252, Frenštát pod Radhoštěm",Podnikání,veřejné / státní
34,1,64-41-L/51,Moravskoslezský,Frenštát pod Radhoštěm,10,4,40,Podnikání,Nový Jičín,88,38,30,20,34,26,6,2,600171256,2025,NOS,Hotelová škola,Podnikání,veřejné / státní
30,1,64-41-L/51,Moravskoslezský,Frýdek-Místek,21,0,22,Podnikání,Frýdek-Místek,73,50,15,8,30,30,0,0,600171191,2024,NOS,"Střední odborná škola, Lískovecká 2089, Frýdek-Místek","",veřejné / státní
60,1,64-41-L/51,Moravskoslezský,Frýdek-Místek,0,4,25,Podnikání,Frýdek-Místek,79,49,17,13,50,48,2,0,600171191,2025,NOS,Střední odborná škola,,veřejné / státní
32,1,64-41-L/51,Moravskoslezský,Havířov,17,0,12,Podnikání,Karviná,61,46,11,4,32,31,1,0,600171205,2024,NOS,"SŠ technických oborů, Lidická 600, Havířov",Podnikání,veřejné / státní
30,1,64-41-L/51,Moravskoslezský,Havířov,24,0,15,Podnikání,Karviná,69,51,14,4,30,30,0,0,600171205,2025,NOS,SŠ technických oborů,,veřejné / státní
34,1,64-41-L/51,Moravskoslezský,Karviná,3,0,12,Podnikání,Karviná,49,34,11,4,34,32,2,0,600171248,2025,NOS,Střední škola techniky a služeb,,veřejné / státní
30,1,64-41-L/51,Moravskoslezský,Klimkovice,0,2,3,Podnikání,Ostrava-město,7,4,1,2,2,2,0,0,1200033724,2024,NOS,"Střední škola podnikatelská, Komenského 112, Klimkovice","",soukromé
30,1,64-41-L/51,Moravskoslezský,Klimkovice,0,0,11,Podnikání,Ostrava-město,20,6,4,10,9,6,0,3,1200033724,2025,NOS,Střední škola podnikatelská,,soukromé
30,1,64-41-L/51,Moravskoslezský,Krnov,0,10,14,Podnikání,Bruntál,42,24,7,11,17,16,1,0,600016145,2024,NOS,"Střední škola průmyslová, Soukenická 2458, Krnov","",veřejné / státní
30,1,64-41-L/51,Moravskoslezský,Krnov,0,8,9,Podnikání,Bruntál,36,22,6,8,19,17,2,0,600016145,2025,NOS,Střední škola průmyslová,,veřejné / státní
30,1,64-41-L/51,Moravskoslezský,Město Albrechtice,0,4,3,Podnikání,Bruntál,17,12,1,4,10,10,0,0,600016218,2024,NOS,"Střední odborná škola a Základní škola, Nemocniční 117, Město Albrechtice","",veřejné / státní
25,1,64-41-L/51,Moravskoslezský,Město Albrechtice,0,0,1,Podnikání,Bruntál,5,3,1,1,0,0,0,0,600016218,2024,NOS,"Střední odborná škola a Základní škola, Nemocniční 117, Město Albrechtice",Denní forma,veřejné / státní
55,1,64-41-L/51,Moravskoslezský,Město Albrechtice,0,2,2,Podnikání,Bruntál,13,9,4,0,9,7,2,0,1200032436,2025,NOS,Střední odborná škola a Základní škola,,veřejné / státní
60,1,64-41-L/51,Moravskoslezský,Nový Jičín,17,2,25,Podnikání,Nový Jičín,91,59,23,9,47,42,3,2,1200033692,2024,NOS,"Střední škola technická a zemědělská, U Jezu 7, Nový Jičín","",veřejné / státní
60,1,64-41-L/51,Moravskoslezský,Nový Jičín,31,0,24,Podnikání,Nový Jičín,115,84,21,10,60,57,1,2,1200033692,2025,NOS,Střední škola technická a zemědělská,,veřejné / státní
30,1,64-41-L/51,Moravskoslezský,Odry,0,3,11,Podnikání,Nový Jičín,35,17,12,6,21,15,4,2,600016854,2024,NOS,"Střední škola, Sokolovská 647, Odry","",veřejné / státní
30,1,64-41-L/51,Moravskoslezský,Odry,0,9,19,Podnikání,Nový Jičín,53,26,13,14,25,21,4,0,600016854,2025,NOS,Střední škola,Podnikání- denní,veřejné / státní
32,1,64-41-L/51,Moravskoslezský,Opava,38,8,35,Podnikání,Opava,113,66,27,20,32,31,0,1,600017311,2024,NOS,"Masarykova střední škola, Purkyňova 1654, Opava","",veřejné / státní
30,1,64-41-L/51,Moravskoslezský,Opava,0,4,4,Podnikání,Opava,13,8,3,2,5,5,0,0,600017401,2024,NOS,"Soukr.střední škola podnikatelská s.r.o., Hlavní 282, Opava",Podnikání,soukromé
30,1,64-41-L/51,Moravskoslezský,Opava,20,5,31,Podnikání,Opava,86,37,34,15,30,25,5,0,691002932,2024,NOS,"SŠ hotelnictví a služeb a VOŠ, Tyršova 867, Opava","",veřejné / státní
30,1,64-41-L/51,Moravskoslezský,Opava,8,7,39,Podnikání,Opava,84,22,35,27,29,15,10,4,600171868,2024,NOS,"Střední škola technická, Kolofíkovo nábřeží 1062, Opava","",veřejné / státní
28,1,64-41-L/51,Moravskoslezský,Opava,44,15,29,Podnikání,Opava,116,67,34,15,28,25,3,0,600017311,2025,NOS,Masarykova střední škola,,veřejné / státní
18,1,64-41-L/51,Moravskoslezský,Opava,0,0,4,Podnikání,Opava,10,6,2,2,6,6,0,0,600017401,2025,NOS,Soukr.střední škola podnikatelská s.r.o.,Podnikání,soukromé
30,1,64-41-L/51,Moravskoslezský,Opava,24,7,30,Podnikání,Opava,91,31,38,22,30,17,13,0,691002932,2025,NOS,SŠ hotelnictví a služeb a VOŠ,,veřejné / státní
30,1,64-41-L/51,Moravskoslezský,Opava,8,11,41,Podnikání,Opava,90,22,37,31,30,14,11,5,600171868,2025,NOS,Střední škola technická,,veřejné / státní
40,1,64-41-L/51,Moravskoslezský,Ostrava,0,3,5,Podnikání,Opava,9,2,4,3,0,0,0,0,1200034580,2024,NOS,"Soukromá obchodní akademie Opava s.r.o., Slavíkova 1747, Ostrava","",soukromé
111,1,64-41-L/51,Moravskoslezský,Ostrava,35,0,62,Podnikání,Ostrava-město,181,97,61,23,84,71,13,0,1200342598,2024,NOS,"Střední škola služeb a podnikání, Příčná 1108, Ostrava","",veřejné / státní
60,1,64-41-L/51,Moravskoslezský,Ostrava,0,71,17,Podnikání,Ostrava-město,112,57,39,16,24,20,4,0,1200342544,2024,NOS,"Střední škola společného stravování, Krakovská 1095, Ostrava",Podnikání,veřejné / státní
